id;start_date;updated_date;survey_id;status;device_type;1_¿Qué museo acabas de visitar?;2_La recepción y atención al público;3_La información: paneles, folletos, cartelas ...;4_El confort, el orden y la limpieza en la visita;5_La adaptación a visitantes con discapacidad ;6_Teniendo en cuenta toda su experiencia, ¿cuál es su valoración global con la visita  en una escala de 0 a 10, siendo “0”, totalmente insatisfactoria y “10”, totalmente satisfactoria;7_Nos encantaría recibir sus observaciones, comentarios o recomendaciones para ayudarnos a mejorar el servicio;8_¿Cuál es su grupo de edad?;9_¿Cuál es su sexo?
41241927;2023-11-29 15:34:42;2023-11-29 15:35:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41241935;2023-11-29 15:35:04;2023-11-29 15:35:33;311750;Completa;Desktop;Historia de Madrid;10;8;9;9;9;;;
41241942;2023-11-29 15:35:33;2023-11-29 15:35:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
41241947;2023-11-29 15:35:54;2023-11-29 15:36:22;311750;Completa;Desktop;Historia de Madrid;8;9;9;9;10;;De 41 a 65 años;Femenino
41241952;2023-11-29 15:36:22;2023-11-29 15:36:44;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;;;De 66 o más años;Masculino
41241956;2023-11-29 15:36:44;2023-11-29 15:37:06;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
41241963;2023-11-29 15:37:06;2023-11-29 15:37:25;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 66 o más años;Femenino
41241968;2023-11-29 15:37:25;2023-11-29 15:37:44;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;10;;De 26 a 40 años;Femenino
41241975;2023-11-29 15:37:44;2023-11-29 15:38:09;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
41241983;2023-11-29 15:38:09;2023-11-29 15:38:32;311750;Completa;Desktop;Historia de Madrid;9;9;10;8;9;;De 66 o más años;Masculino
41241991;2023-11-29 15:38:32;2023-11-29 15:39:20;311750;Completa;Desktop;Historia de Madrid;9;7;10;;;Algunas cartelas tienen el texto borrado;;
41241999;2023-11-29 15:39:20;2023-11-29 15:39:44;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41242007;2023-11-29 15:39:44;2023-11-29 15:40:10;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
41242015;2023-11-29 15:40:10;2023-11-29 15:40:33;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;10;;De 26 a 40 años;
41242021;2023-11-29 15:40:33;2023-11-29 15:41:07;311750;Completa;Desktop;Historia de Madrid;10;9;10;;10;;De 26 a 40 años;Femenino
41242029;2023-11-29 15:41:07;2023-11-29 15:41:41;311750;Completa;Desktop;Historia de Madrid;9;7;10;9;9;;De 26 a 40 años;Masculino
41242040;2023-11-29 15:41:41;2023-12-01 08:28:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41251035;2023-11-30 10:02:18;2023-11-30 10:02:50;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41251040;2023-11-30 10:02:50;2023-11-30 10:03:34;311750;Completa;Desktop;San Antonio de la Florida;8;7;9;9;9;;De 41 a 65 años;Masculino
41251048;2023-11-30 10:03:34;2023-11-30 10:04:20;311750;Completa;Desktop;San Antonio de la Florida;10;10;9;10;10;;De 41 a 65 años;Femenino
41251052;2023-11-30 10:04:20;2023-11-30 10:04:49;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Masculino
41251057;2023-11-30 10:04:49;2023-11-30 10:05:24;311750;Completa;Desktop;San Antonio de la Florida;10;8;9;9;10;;De 18 a 25 años;Femenino
41251066;2023-11-30 10:05:24;2023-11-30 10:06:04;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 18 a 25 años;Masculino
41251074;2023-11-30 10:06:04;2023-11-30 10:06:43;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 18 a 25 años;Masculino
41251080;2023-11-30 10:06:43;2023-11-30 10:07:35;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Muy bien presentada y mantenida;De 41 a 65 años;Masculino
41251089;2023-11-30 10:07:35;2023-11-30 10:08:17;311750;Completa;Desktop;San Antonio de la Florida;8;9;9;9;9;;De 41 a 65 años;Femenino
41251097;2023-11-30 10:08:17;2023-11-30 10:08:52;311750;Completa;Desktop;San Antonio de la Florida;10;8;8;10;10;;De 41 a 65 años;Femenino
41251105;2023-11-30 10:08:52;2023-11-30 10:10:03;311750;Completa;Desktop;San Antonio de la Florida;8;8;7;8;8;Información también en inglés;De 26 a 40 años;Femenino
41251117;2023-11-30 10:10:03;2023-11-30 10:16:14;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Me encantaría tomar fotos;De 41 a 65 años;Femenino
41251152;2023-11-30 10:16:14;2023-11-30 10:16:42;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41251157;2023-11-30 10:16:42;2023-11-30 10:17:31;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Una conservación excelente;De 41 a 65 años;Masculino
41251164;2023-11-30 10:17:31;2023-11-30 10:18:02;311750;Completa;Desktop;San Antonio de la Florida;10;10;8;9;;;Menos de 18 años;Femenino
41251172;2023-11-30 10:18:02;2023-11-30 10:18:32;311750;Completa;Desktop;San Antonio de la Florida;7;8;8;8;8;;De 41 a 65 años;Femenino
41251178;2023-11-30 10:18:32;2023-11-30 10:20:18;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Un monumento y obra de arte increíble Gracias por mantenerlo accesible y gratis;De 18 a 25 años;Femenino
41251192;2023-11-30 10:20:18;2023-11-30 10:20:52;311750;Completa;Desktop;San Antonio de la Florida;9;9;10;10;10;;De 41 a 65 años;Femenino
41251198;2023-11-30 10:20:52;2023-11-30 10:21:25;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Masculino
41251203;2023-11-30 10:21:25;2023-11-30 10:21:57;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 26 a 40 años;Femenino
41251205;2023-11-30 10:21:57;2023-11-30 10:22:54;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;10;10;Un vídeo explicativo de cada un de las imágenes;De 41 a 65 años;Femenino
41251211;2023-11-30 10:22:54;2023-11-30 10:25:00;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;Ya que este pequeño museo no es tan concurrido podría permitir las fotos Muchas gracias;De 41 a 65 años;Masculino
41251226;2023-11-30 10:25:00;2023-11-30 10:25:45;311750;Completa;Desktop;San Antonio de la Florida;9;7;8;8;8;;De 41 a 65 años;Femenino
41251238;2023-11-30 10:25:45;2023-11-30 10:26:24;311750;Completa;Desktop;San Antonio de la Florida;9;7;7;7;7;;De 26 a 40 años;Femenino
41251241;2023-11-30 10:26:24;2023-11-30 10:27:54;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;9;9;Una silla giratoria en el centro debajo de la lámpara colgado de la linterna;De 41 a 65 años;Femenino
41251267;2023-11-30 10:27:54;2023-11-30 10:29:46;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;;;De 26 a 40 años;Masculino
41251278;2023-11-30 10:29:46;2023-11-30 10:32:04;311750;Completa;Desktop;San Antonio de la Florida;10;8;8;8;4;No información en inglés o francés no hay suficiente asientos dentro;De 41 a 65 años;Masculino
41251294;2023-11-30 10:32:04;2023-11-30 10:34:34;311750;Completa;Desktop;San Antonio de la Florida;8;10;9;9;9;Tener explicaciones en inglés sería maravilloso pero en cualquier caso la visita es agradable;De 18 a 25 años;Femenino
41251311;2023-11-30 10:34:34;2023-11-30 10:39:00;311750;Completa;Desktop;San Antonio de la Florida;5;7;5;9;6;Falta información en inglés;De 41 a 65 años;Masculino
41251345;2023-11-30 10:39:00;2023-11-30 10:39:39;311750;Completa;Desktop;San Antonio de la Florida;8;8;8;10;8;;De 41 a 65 años;Femenino
41251349;2023-11-30 10:39:40;2023-11-30 10:40:58;311750;Completa;Desktop;San Antonio de la Florida;8;8;10;9;9;No hay tienda de regalos más información en inglés;De 41 a 65 años;Femenino
41251363;2023-11-30 10:40:58;2023-12-28 10:39:46;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;Menos de 18 años;Masculino
41260514;2023-12-01 08:28:02;2023-12-01 08:28:28;311750;Completa;Desktop;Historia de Madrid;10;6;10;10;4;;De 26 a 40 años;
41260515;2023-12-01 08:28:28;2023-12-01 08:28:49;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;10;;De 26 a 40 años;Femenino
41260518;2023-12-01 08:28:49;2023-12-01 08:29:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41260519;2023-12-01 08:29:16;2023-12-01 08:29:35;311750;Completa;Desktop;Historia de Madrid;9;8;10;;9;;De 41 a 65 años;
41260520;2023-12-01 08:29:35;2023-12-01 08:30:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Femenino
41260521;2023-12-01 08:30:03;2023-12-01 08:30:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41260524;2023-12-01 08:30:20;2023-12-01 08:30:47;311750;Completa;Desktop;Historia de Madrid;8;9;7;9;6;;De 26 a 40 años;Masculino
41260525;2023-12-01 08:30:47;2023-12-01 08:31:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Masculino
41260527;2023-12-01 08:31:05;2023-12-01 08:31:25;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41260529;2023-12-01 08:31:25;2023-12-01 08:31:51;311750;Completa;Desktop;Historia de Madrid;9;9;10;10;9;;De 26 a 40 años;Masculino
41260530;2023-12-01 08:31:51;2023-12-01 08:32:15;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 26 a 40 años;Femenino
41260533;2023-12-01 08:32:15;2023-12-01 08:32:59;311750;Completa;Desktop;Historia de Madrid;10;10;10;7;10;;De 41 a 65 años;Femenino
41260534;2023-12-01 08:32:59;2023-12-01 08:33:19;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41260535;2023-12-01 08:33:19;2023-12-01 09:19:49;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41260941;2023-12-01 09:19:49;2023-12-01 09:20:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;
41260944;2023-12-01 09:20:11;2023-12-04 08:15:06;311750;Completa;Desktop;Historia de Madrid;10;8;9;9;10;;De 41 a 65 años;Masculino
41277316;2023-12-04 08:15:06;2023-12-04 08:15:35;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;9;;De 41 a 65 años;Femenino
41277318;2023-12-04 08:15:35;2023-12-04 08:20:36;311750;Completa;Desktop;Historia de Madrid;10;8;9;10;10;;De 41 a 65 años;Masculino
41277327;2023-12-04 08:20:36;2023-12-04 08:21:03;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 41 a 65 años;Masculino
41277328;2023-12-04 08:21:03;2023-12-04 08:21:30;311750;Completa;Desktop;Historia de Madrid;9;7;8;8;10;;De 66 o más años;Femenino
41277330;2023-12-04 08:21:30;2023-12-04 08:21:52;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
41277331;2023-12-04 08:21:52;2023-12-04 08:22:33;311750;Completa;Desktop;Historia de Madrid;8;7;4;;4;;De 41 a 65 años;Masculino
41277332;2023-12-04 08:22:33;2023-12-04 08:23:02;311750;Completa;Desktop;Historia de Madrid;;;10;10;10;;;
41277334;2023-12-04 08:23:02;2023-12-04 08:23:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;
41277335;2023-12-04 08:23:36;2023-12-04 08:24:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41277336;2023-12-04 08:24:16;2023-12-04 08:25:01;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;9;;De 41 a 65 años;Masculino
41277340;2023-12-04 08:25:01;2023-12-04 08:26:28;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41277343;2023-12-04 08:26:28;2023-12-04 08:26:48;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41277344;2023-12-04 08:26:48;2023-12-04 08:27:23;311750;Completa;Desktop;Historia de Madrid;10;8;9;10;9;;De 18 a 25 años;Femenino
41277346;2023-12-04 08:27:23;2023-12-04 08:29:25;311750;Completa;Desktop;Historia de Madrid;9;8;9;9;9;;De 41 a 65 años;Masculino
41277349;2023-12-04 08:29:25;2023-12-04 08:29:43;311750;Completa;Desktop;Historia de Madrid;10;8;9;;;;;
41277350;2023-12-04 08:29:43;2023-12-04 08:31:23;311750;Completa;Desktop;Historia de Madrid;10;6;10;8;8;Agrandar la letra de las cartelas es pequeña;De 41 a 65 años;Masculino
41277353;2023-12-04 08:31:23;2023-12-04 08:31:58;311750;Completa;Desktop;Historia de Madrid;9;8;9;8;7;;De 66 o más años;Masculino
41277355;2023-12-04 08:31:58;2023-12-04 08:32:41;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;9;;De 18 a 25 años;Femenino
41277356;2023-12-04 08:32:41;2023-12-04 08:33:07;311750;Completa;Desktop;Historia de Madrid;10;10;9;10;10;;Menos de 18 años;Femenino
41277359;2023-12-04 08:33:07;2023-12-04 08:33:36;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;Menos de 18 años;Femenino
41277360;2023-12-04 08:33:36;2023-12-04 08:33:58;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41277361;2023-12-04 08:33:58;2023-12-04 08:34:12;311750;Completa;Desktop;Historia de Madrid;10;10;9;;;;;
41277362;2023-12-04 08:34:12;2023-12-04 08:34:37;311750;Completa;Desktop;Historia de Madrid;7;8;10;;6;;De 26 a 40 años;Masculino
41277363;2023-12-04 08:34:37;2023-12-04 08:35:00;311750;Completa;Desktop;Historia de Madrid;7;8;8;6;8;;De 26 a 40 años;Masculino
41277364;2023-12-04 08:35:00;2023-12-04 08:35:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41277365;2023-12-04 08:35:23;2023-12-04 08:35:50;311750;Completa;Desktop;Historia de Madrid;0;;10;10;5;;Menos de 18 años;Masculino
41277366;2023-12-04 08:35:50;2023-12-04 08:36:16;311750;Completa;Desktop;Historia de Madrid;9;8;8;8;8;;Menos de 18 años;Femenino
41277369;2023-12-04 08:36:16;2023-12-04 08:36:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41277371;2023-12-04 08:36:35;2023-12-04 08:37:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;Menos de 18 años;Femenino
41277373;2023-12-04 08:37:03;2023-12-04 08:37:22;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41277374;2023-12-04 08:37:22;2023-12-04 08:37:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41277377;2023-12-04 08:37:53;2023-12-04 08:38:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Otro
41277378;2023-12-04 08:38:11;2023-12-04 08:38:27;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41277380;2023-12-04 08:38:27;2023-12-04 08:38:45;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
41277381;2023-12-04 08:38:45;2023-12-04 08:39:05;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41277382;2023-12-04 08:39:05;2023-12-04 08:39:48;311750;Completa;Desktop;Historia de Madrid;7;7;7;10;10;;De 41 a 65 años;Masculino
41277384;2023-12-04 08:39:48;2023-12-04 08:40:26;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
41277385;2023-12-04 08:40:26;2023-12-04 08:40:49;311750;Completa;Desktop;Historia de Madrid;8;10;10;9;9;;De 18 a 25 años;Otro
41277387;2023-12-04 08:40:49;2023-12-04 08:41:10;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Masculino
41277389;2023-12-04 08:41:10;2023-12-04 08:41:36;311750;Completa;Desktop;Historia de Madrid;10;7;9;10;9;;De 18 a 25 años;Femenino
41277392;2023-12-04 08:41:36;2023-12-04 08:42:01;311750;Completa;Desktop;Historia de Madrid;9;9;10;9;9;;De 66 o más años;Masculino
41277395;2023-12-04 08:42:01;2023-12-04 08:42:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41277396;2023-12-04 08:42:20;2023-12-04 08:42:41;311750;Completa;Desktop;Historia de Madrid;7;5;7;;7;;De 66 o más años;Masculino
41277397;2023-12-04 08:42:41;2023-12-04 08:43:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;
41277399;2023-12-04 08:43:03;2023-12-04 08:43:29;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41277400;2023-12-04 08:43:29;2023-12-04 08:43:44;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41277401;2023-12-04 08:43:44;2023-12-04 08:44:00;311750;Completa;Desktop;Historia de Madrid;10;10;1;;;;;
41277402;2023-12-04 08:44:01;2023-12-04 08:44:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41277403;2023-12-04 08:44:20;2023-12-04 08:44:50;311750;Completa;Desktop;Historia de Madrid;8;5;8;7;6;;De 26 a 40 años;Femenino
41277405;2023-12-04 08:44:51;2023-12-04 08:45:15;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Otro
41277406;2023-12-04 08:45:15;2023-12-04 08:45:40;311750;Completa;Desktop;Historia de Madrid;0;10;7;;3;;De 18 a 25 años;Femenino
41277408;2023-12-04 08:45:40;2023-12-04 08:46:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41277410;2023-12-04 08:46:17;2023-12-04 08:46:43;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41277412;2023-12-04 08:46:43;2023-12-07 11:34:45;311750;Completa;Desktop;Historia de Madrid;8;10;8;10;8;;Menos de 18 años;Masculino
41335809;2023-12-05 15:20:39;2023-12-05 15:22:08;311750;Completa;Mobile;San Antonio de la Florida;8;10;10;10;10;Un tesoro poco publicitado;De 41 a 65 años;Femenino
41335825;2023-12-05 15:21:51;2023-12-05 15:22:35;311750;Completa;Mobile;San Antonio de la Florida;9;;;10;;;De 41 a 65 años;Femenino
41335829;2023-12-05 15:22:08;2023-12-05 15:22:17;311750;Completa;Mobile;San Antonio de la Florida;;;;;;;;
41335831;2023-12-05 15:22:17;2023-12-05 15:23:03;311750;Completa;Mobile;San Antonio de la Florida;10;10;10;10;10;Un tesoro poco publicitado;De 41 a 65 años;Femenino
41355289;2023-12-06 13:56:25;2023-12-06 13:58:35;311750;Completa;Mobile;San Antonio de la Florida;10;9;10;9;10;Cartelas con más explicación sobre los frescos de Goya;De 26 a 40 años;Masculino
41357688;2023-12-06 19:40:27;2023-12-06 19:41:14;311750;Completa;Mobile;Planetario de Madrid;9;;10;;9;;De 41 a 65 años;Femenino
41357696;2023-12-06 19:41:15;2023-12-06 19:41:33;311750;Completa;Mobile;Planetario de Madrid;;;;;;;;
41365344;2023-12-07 11:34:45;2023-12-07 11:35:42;311750;Completa;Desktop;Historia de Madrid;8;8;10;10;8;;Menos de 18 años;Masculino
41365346;2023-12-07 11:35:42;2023-12-07 11:37:04;311750;Completa;Desktop;Historia de Madrid;10;3;10;;7;;De 66 o más años;Femenino
41365350;2023-12-07 11:37:04;2023-12-07 11:37:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41365353;2023-12-07 11:37:18;2023-12-07 11:37:55;311750;Completa;Desktop;Historia de Madrid;10;5;10;10;7;;De 66 o más años;Femenino
41365355;2023-12-07 11:37:55;2023-12-07 11:38:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41365359;2023-12-07 11:38:20;2023-12-07 11:38:47;311750;Completa;Desktop;Historia de Madrid;10;9;9;8;9;;De 41 a 65 años;
41365362;2023-12-07 11:38:47;2023-12-07 11:39:06;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41365363;2023-12-07 11:39:06;2023-12-07 11:39:26;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41365366;2023-12-07 11:39:26;2023-12-07 11:39:47;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41365368;2023-12-07 11:39:47;2023-12-07 11:40:13;311750;Completa;Desktop;Historia de Madrid;10;6;9;8;8;;Menos de 18 años;Femenino
41365371;2023-12-07 11:40:13;2023-12-07 11:40:39;311750;Completa;Desktop;Historia de Madrid;10;9;7;10;9;;De 66 o más años;Otro
41365373;2023-12-07 11:40:39;2023-12-07 11:40:57;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;;
41365374;2023-12-07 11:40:57;2023-12-07 11:41:28;311750;Completa;Desktop;Historia de Madrid;10;5;8;7;8;;De 26 a 40 años;Masculino
41365377;2023-12-07 11:41:28;2023-12-07 11:41:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41365378;2023-12-07 11:41:53;2023-12-07 11:42:14;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41365382;2023-12-07 11:42:14;2023-12-07 11:42:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41365384;2023-12-07 11:42:33;2023-12-07 11:44:10;311750;Completa;Desktop;Historia de Madrid;9;8;10;10;9;;De 41 a 65 años;Masculino
41365388;2023-12-07 11:44:10;2023-12-07 11:44:31;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;10;;Menos de 18 años;Femenino
41365392;2023-12-07 11:44:31;2023-12-07 11:45:05;311750;Completa;Desktop;Historia de Madrid;10;6;5;10;7;;De 26 a 40 años;Femenino
41365397;2023-12-07 11:45:05;2023-12-07 11:45:30;311750;Completa;Desktop;Historia de Madrid;7;7;7;6;7;;De 66 o más años;Masculino
41365400;2023-12-07 11:45:30;2023-12-07 11:45:54;311750;Completa;Desktop;Historia de Madrid;8;8;10;;8;;De 66 o más años;Masculino
41365401;2023-12-07 11:45:54;2023-12-07 12:34:04;311750;Completa;Desktop;Historia de Madrid;5;6;7;;5;;De 41 a 65 años;Masculino
41365525;2023-12-07 12:34:04;2023-12-07 12:34:34;311750;Completa;Desktop;Historia de Madrid;5;10;10;9;10;;De 41 a 65 años;Masculino
41365530;2023-12-07 12:34:34;2023-12-07 12:36:01;311750;Completa;Desktop;Historia de Madrid;7;9;10;7;9;;De 66 o más años;Otro
41365533;2023-12-07 12:36:01;2023-12-07 12:36:24;311750;Completa;Desktop;Historia de Madrid;8;6;10;9;10;;De 26 a 40 años;Femenino
41365535;2023-12-07 12:36:24;2023-12-07 12:36:46;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
41365537;2023-12-07 12:36:46;2023-12-07 12:37:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;Femenino
41365539;2023-12-07 12:37:11;2023-12-07 12:37:52;311750;Completa;Desktop;Historia de Madrid;10;7;10;10;10;;De 41 a 65 años;Masculino
41365543;2023-12-07 12:37:52;2023-12-07 12:38:00;311750;Completa;Desktop;Historia de Madrid;;;;;;;;
41365545;2023-12-07 12:38:01;2023-12-07 12:38:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41365546;2023-12-07 12:38:17;2023-12-07 12:38:46;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41365547;2023-12-07 12:38:46;2023-12-07 12:39:08;311750;Completa;Desktop;Historia de Madrid;8;8;8;;8;;De 41 a 65 años;
41365549;2023-12-07 12:39:08;2023-12-07 12:39:49;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;10;;Menos de 18 años;Femenino
41365550;2023-12-07 12:39:49;2023-12-07 12:43:20;311750;Completa;Desktop;Historia de Madrid;10;9;9;9;9;;De 41 a 65 años;Femenino
41365563;2023-12-07 12:43:20;2023-12-07 12:43:39;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41365565;2023-12-07 12:43:30;2023-12-07 13:06:48;311750;Completa;Mobile;Templo de Debod;6;5;7;2;5;Salas cerradas y las abiertas con poco contenido ;De 41 a 65 años;Masculino
41365568;2023-12-07 12:43:39;2023-12-11 17:24:14;311750;Completa;Desktop;Historia de Madrid;8;6;8;8;8;;De 41 a 65 años;Masculino
41365653;2023-12-07 13:06:49;2023-12-07 13:07:08;311750;Completa;Mobile;Templo de Debod;;;;;;;;
41365656;2023-12-07 13:07:08;2023-12-07 13:07:23;311750;Completa;Mobile;Templo de Debod;;;;;;;;
41365657;2023-12-07 13:07:24;2023-12-07 13:07:37;311750;Parcial;Mobile;Templo de Debod;;;;;;;;
41389161;2023-12-09 13:56:29;2023-12-09 13:56:37;311750;Parcial;Mobile;Templo de Debod;;;;;;;;
41393415;2023-12-10 19:48:34;2023-12-10 19:49:55;311750;Parcial;Mobile;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
41416356;2023-12-11 17:24:14;2023-12-11 17:24:39;311750;Completa;Desktop;Historia de Madrid;6;10;7;8;5;;Menos de 18 años;Femenino
41416357;2023-12-11 17:24:39;2023-12-11 17:25:04;311750;Completa;Desktop;Historia de Madrid;10;9;10;5;9;;De 18 a 25 años;Femenino
41416361;2023-12-11 17:25:04;2023-12-11 17:25:26;311750;Completa;Desktop;Historia de Madrid;7;9;10;10;9;;De 26 a 40 años;Femenino
41416363;2023-12-11 17:25:26;2023-12-11 17:25:45;311750;Completa;Desktop;Historia de Madrid;9;8;9;;9;;De 41 a 65 años;
41416365;2023-12-11 17:25:45;2023-12-11 17:26:37;311750;Completa;Desktop;Historia de Madrid;10;5;10;10;9;Cambiar las cartelas desgastadas letras;De 26 a 40 años;Femenino
41416371;2023-12-11 17:26:37;2023-12-11 17:26:55;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41416374;2023-12-11 17:26:55;2023-12-11 17:27:25;311750;Completa;Desktop;Historia de Madrid;9;9;9;;9;;Menos de 18 años;Femenino
41416378;2023-12-11 17:27:25;2023-12-11 17:27:46;311750;Completa;Desktop;Historia de Madrid;9;8;9;;9;;Menos de 18 años;Masculino
41416380;2023-12-11 17:27:46;2023-12-11 17:28:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;
41416382;2023-12-11 17:28:03;2023-12-11 17:28:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;
